repeat_id,metric,count,avg,std,min,median,t90,p95,p99,max
0,e2e_ms_phase_b,3,4571.662,0.0,4571.662,4571.662,4571.662,4571.662,4571.662,4571.662
0,ttft_ms_phase_b,3,25.893,0.0,25.893,25.893,25.893,25.893,25.893,25.893
0,tpot_ms_phase_b,3,14.235467,0.0,14.235467,14.235467,14.235467,14.235467,14.235467,14.235467
0,prefill_time_ms_phase_b,3,20.762,0.0,20.762,20.762,20.762,20.762,20.762,20.762
0,ttft_compute_window_ms_phase_b,3,25.288,0.0,25.288,25.288,25.288,25.288,25.288,25.288
0,e2e_non_gpu_wall_ms,3,1572.905,0.0,1572.905,1572.905,1572.905,1572.905,1572.905,1572.905
0,ttft_non_gpu_wall_ms,3,5.169,0.0,5.169,5.169,5.169,5.169,5.169,5.169
0,tpot_non_gpu_wall_ms,3,2.561173,0.0,2.561173,2.561173,2.561173,2.561173,2.561173,2.561173
0,prefill_non_gpu_wall_ms,3,0.041,0.0,0.041,0.041,0.041,0.041,0.041,0.041
0,e2e_non_gpu_wall_ratio,3,0.344055,0.0,0.344055,0.344055,0.344055,0.344055,0.344055,0.344055
0,ttft_non_gpu_wall_ratio,3,0.19962,0.0,0.19962,0.19962,0.19962,0.19962,0.19962,0.19962
0,tpot_non_gpu_wall_ratio,3,0.17991499999999996,3.3993498887762956e-17,0.179915,0.179915,0.179915,0.179915,0.179915,0.179915
0,prefill_non_gpu_wall_ratio,3,0.001975,0.0,0.001975,0.001975,0.001975,0.001975,0.001975,0.001975
0,queue_ms_phase_b,3,0.605,0.0,0.605,0.605,0.605,0.605,0.605,0.605
0,min_batch_barrier_observed_ms_phase_b,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,first_non_warmup_num_requests_max,3,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0
0,first_non_warmup_min_batch_ok_all_ranks,3,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
0,raw_to_latency_submit_gap_ms_phase_b,3,0.48433333333333334,0.29011434527326174,0.21,0.455,0.7214,0.7547,0.78134,0.788
0,raw_e2e_ms_including_barrier_phase_b,3,4572.1466666666665,0.2906378043772909,4571.872,4572.117,4572.3842,4572.4176,4572.44432,4572.451
0,raw_e2ft_ms_including_barrier_phase_b,3,26.377,0.29016547003390986,26.103,26.347,26.6142,26.6476,26.67432,26.681
0,prefill_active_thread_count,3,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0
0,prefill_active_thread_count_edge,3,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0
0,prefill_active_thread_count_sample_p90,3,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0
0,prefill_active_thread_count_union,3,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0
0,prefill_effective_cpu_cores,3,543.467,0.0,543.467,543.467,543.467,543.467,543.467,543.467
0,decode_active_thread_count_avg,3,3.157,0.0,3.157,3.157,3.157,3.157,3.157,3.157
0,decode_active_thread_count_edge_avg,3,3.157,0.0,3.157,3.157,3.157,3.157,3.157,3.157
0,decode_active_thread_count_sample_p90_avg,3,2.502,0.0,2.502,2.502,2.502,2.502,2.502,2.502
0,decode_active_thread_count_sample_max_peak,3,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0
0,decode_active_thread_count_union_avg,3,3.157,0.0,3.157,3.157,3.157,3.157,3.157,3.157
0,decode_effective_cpu_cores_avg,3,410.17800000000005,6.961868572213853e-14,410.178,410.178,410.178,410.178,410.178,410.178
0,decode_effective_cpu_cores_p90,3,519.236,0.0,519.236,519.236,519.236,519.236,519.236,519.236
0,decode_effective_cpu_cores_max,3,628.06,0.0,628.06,628.06,628.06,628.06,628.06,628.06
0,prefill_total_threads_mean,3,131.0,0.0,131.0,131.0,131.0,131.0,131.0,131.0
0,decode_total_threads_mean_avg,3,131.0,0.0,131.0,131.0,131.0,131.0,131.0,131.0
0,decode_total_threads_max_peak,3,131.0,0.0,131.0,131.0,131.0,131.0,131.0,131.0
1,e2e_ms_phase_b,3,4578.518,0.0,4578.518,4578.518,4578.518,4578.518,4578.518,4578.518
1,ttft_ms_phase_b,3,25.350000000000005,4.351167857633658e-15,25.35,25.35,25.35,25.35,25.35,25.35
1,tpot_ms_phase_b,3,14.899298,0.0,14.899298,14.899298,14.899298,14.899298,14.899298,14.899298
1,prefill_time_ms_phase_b,3,18.893,0.0,18.893,18.893,18.893,18.893,18.893,18.893
1,ttft_compute_window_ms_phase_b,3,24.643,0.0,24.643,24.643,24.643,24.643,24.643,24.643
1,e2e_non_gpu_wall_ms,3,1534.729,0.0,1534.729,1534.729,1534.729,1534.729,1534.729,1534.729
1,ttft_non_gpu_wall_ms,3,6.495,0.0,6.495,6.495,6.495,6.495,6.495,6.495
1,tpot_non_gpu_wall_ms,3,3.037486,0.0,3.037486,3.037486,3.037486,3.037486,3.037486,3.037486
1,prefill_non_gpu_wall_ms,3,0.043000000000000003,8.498374721940739e-18,0.043,0.043,0.043,0.043,0.043,0.043
1,e2e_non_gpu_wall_ratio,3,0.335202,0.0,0.335202,0.335202,0.335202,0.335202,0.335202,0.335202
1,ttft_non_gpu_wall_ratio,3,0.256218,0.0,0.256218,0.256218,0.256218,0.256218,0.256218,0.256218
1,tpot_non_gpu_wall_ratio,3,0.20386800000000002,3.3993498887762956e-17,0.203868,0.203868,0.203868,0.203868,0.203868,0.203868
1,prefill_non_gpu_wall_ratio,3,0.002276,0.0,0.002276,0.002276,0.002276,0.002276,0.002276,0.002276
1,queue_ms_phase_b,3,0.707,0.0,0.707,0.707,0.707,0.707,0.707,0.707
1,min_batch_barrier_observed_ms_phase_b,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
