num_rows,num_repeats,num_pair_ids,e2e_ms_phase_b_avg,ttft_ms_phase_b_avg,tpot_ms_phase_b_avg,prefill_time_ms_phase_b_avg,ttft_compute_window_ms_phase_b_avg,queue_ms_phase_b_avg,min_batch_barrier_observed_ms_phase_b_avg,raw_to_latency_submit_gap_ms_phase_b_avg,raw_e2e_ms_including_barrier_phase_b_avg,raw_e2ft_ms_including_barrier_phase_b_avg,e2e_non_gpu_wall_ms_avg,ttft_non_gpu_wall_ms_avg,tpot_non_gpu_wall_ms_avg,prefill_non_gpu_wall_ms_avg,e2e_non_gpu_wall_ratio_avg,ttft_non_gpu_wall_ratio_avg,tpot_non_gpu_wall_ratio_avg,prefill_non_gpu_wall_ratio_avg,e2e_non_gpu_wall_ratio_from_avg,ttft_non_gpu_wall_ratio_from_avg,tpot_non_gpu_wall_ratio_from_avg,prefill_non_gpu_wall_ratio_from_avg,prefill_active_thread_count_avg,decode_active_thread_count_avg,prefill_total_threads_mean_avg,decode_total_threads_mean_avg,decode_total_threads_max_peak_avg,e2e_non_gpu_wall_percent_avg,ttft_non_gpu_wall_percent_avg,tpot_non_gpu_wall_percent_avg,prefill_non_gpu_wall_percent_avg,e2e_non_gpu_wall_percent_from_avg,ttft_non_gpu_wall_percent_from_avg,tpot_non_gpu_wall_percent_from_avg,prefill_non_gpu_wall_percent_from_avg
30,10,3,3276.383299999999,29.09090000000001,11.5239186,18.843900000000005,28.887800000000002,0.20320000000000002,0.0,0.5051666666666667,3276.8883333333333,29.596033333333335,328.76129999999995,10.2839,0.03902780000000001,0.03749999999999999,0.10034080000000002,0.34447570000000005,0.003386800000000001,0.0019898,0.10034274683307048,0.35350917297161644,0.0033866778614697964,0.0019900339101778285,4.0,3.2602999999999995,129.4,129.4,129.4,10.0%,34.4%,0.3%,0.2%,10.0%,35.4%,0.3%,0.2%
