num_rows,num_repeats,num_pair_ids,e2e_ms_phase_b_avg,ttft_ms_phase_b_avg,tpot_ms_phase_b_avg,prefill_time_ms_phase_b_avg,ttft_compute_window_ms_phase_b_avg,queue_ms_phase_b_avg,min_batch_barrier_observed_ms_phase_b_avg,raw_to_latency_submit_gap_ms_phase_b_avg,raw_e2e_ms_including_barrier_phase_b_avg,raw_e2ft_ms_including_barrier_phase_b_avg,e2e_non_gpu_wall_ms_avg,ttft_non_gpu_wall_ms_avg,tpot_non_gpu_wall_ms_avg,prefill_non_gpu_wall_ms_avg,e2e_non_gpu_wall_ratio_avg,ttft_non_gpu_wall_ratio_avg,tpot_non_gpu_wall_ratio_avg,prefill_non_gpu_wall_ratio_avg,e2e_non_gpu_wall_ratio_from_avg,ttft_non_gpu_wall_ratio_from_avg,tpot_non_gpu_wall_ratio_from_avg,prefill_non_gpu_wall_ratio_from_avg,prefill_active_thread_count_avg,decode_active_thread_count_avg,prefill_total_threads_mean_avg,decode_total_threads_mean_avg,decode_total_threads_max_peak_avg,e2e_non_gpu_wall_percent_avg,ttft_non_gpu_wall_percent_avg,tpot_non_gpu_wall_percent_avg,prefill_non_gpu_wall_percent_avg,e2e_non_gpu_wall_percent_from_avg,ttft_non_gpu_wall_percent_from_avg,tpot_non_gpu_wall_percent_from_avg,prefill_non_gpu_wall_percent_from_avg
30,10,3,3340.3890000000006,132.62029999999996,11.617806099999997,18.9459,132.46309999999997,0.15699999999999997,0.0,0.5021666666666667,3340.8911,133.12223333333336,369.4315,113.71319999999997,0.0431596,0.0406,0.1105788,0.7124473000000002,0.003713599999999999,0.0021430999999999998,0.1105953528166929,0.8574343445158848,0.003714952688012241,0.0021429438559266117,4.9,3.3656000000000006,132.2,132.2,132.2,11.1%,71.2%,0.4%,0.2%,11.1%,85.7%,0.4%,0.2%
