repeat_id,metric,count,avg,std,min,median,t90,p95,p99,max
0,e2e_ms_phase_b,3,3302.289,0.0,3302.289,3302.289,3302.289,3302.289,3302.289,3302.289
0,ttft_ms_phase_b,3,109.46499999999999,1.7404671430534633e-14,109.465,109.465,109.465,109.465,109.465,109.465
0,tpot_ms_phase_b,3,11.523153,0.0,11.523153,11.523153,11.523153,11.523153,11.523153,11.523153
0,prefill_time_ms_phase_b,3,18.765,0.0,18.765,18.765,18.765,18.765,18.765,18.765
0,ttft_compute_window_ms_phase_b,3,109.307,0.0,109.307,109.307,109.307,109.307,109.307,109.307
0,e2e_non_gpu_wall_ms,3,355.003,0.0,355.003,355.003,355.003,355.003,355.003,355.003
0,ttft_non_gpu_wall_ms,3,90.73700000000001,1.7404671430534633e-14,90.737,90.737,90.737,90.737,90.737,90.737
0,tpot_non_gpu_wall_ms,3,0.039408,0.0,0.039408,0.039408,0.039408,0.039408,0.039408,0.039408
0,prefill_non_gpu_wall_ms,3,0.038,0.0,0.038,0.038,0.038,0.038,0.038,0.038
0,e2e_non_gpu_wall_ratio,3,0.107502,0.0,0.107502,0.107502,0.107502,0.107502,0.107502,0.107502
0,ttft_non_gpu_wall_ratio,3,0.828913,0.0,0.828913,0.828913,0.828913,0.828913,0.828913,0.828913
0,tpot_non_gpu_wall_ratio,3,0.00342,0.0,0.00342,0.00342,0.00342,0.00342,0.00342,0.00342
0,prefill_non_gpu_wall_ratio,3,0.002025,0.0,0.002025,0.002025,0.002025,0.002025,0.002025,0.002025
0,queue_ms_phase_b,3,0.158,0.0,0.158,0.158,0.158,0.158,0.158,0.158
0,min_batch_barrier_observed_ms_phase_b,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,first_non_warmup_num_requests_max,3,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0
0,first_non_warmup_min_batch_ok_all_ranks,3,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
0,raw_to_latency_submit_gap_ms_phase_b,3,0.5133333333333333,0.3033584238707297,0.224,0.487,0.7605999999999999,0.7948,0.82216,0.829
0,raw_e2e_ms_including_barrier_phase_b,3,3302.802333333333,0.3033584238707427,3302.513,3302.776,3303.0496,3303.0838,3303.11116,3303.118
