repeat_id,pair_id,active_request_id,gpu_request_id,min_batch_barrier_enabled_phase_b,min_batch_barrier_requested_ms_phase_b,min_batch_barrier_observed_ms_phase_b,min_batch_barrier_target_requests_phase_b,min_batch_barrier_actual_requests_phase_b,min_batch_barrier_excluded_from_latency_phase_b,first_non_warmup_iter_rows,first_non_warmup_num_requests_min,first_non_warmup_num_requests_max,first_non_warmup_min_batch_target,first_non_warmup_min_batch_ok_all_ranks,raw_to_latency_submit_gap_ms_phase_b,raw_e2e_ms_including_barrier_phase_b,raw_queue_ms_including_barrier_phase_b,raw_e2ft_ms_including_barrier_phase_b,ttft_actual_raw_including_barrier_ms_phase_b,e2e_ms_phase_b,queue_ms_phase_b,ttft_ms_phase_b,tpot_ms_phase_b,tpot_token_count,ttft_actual_ms_phase_b,ttft_compute_window_ms_phase_b,ttft_request_observed_ms_phase_b,e2ft_request_observed_ms_phase_b,tpot_request_observed_ms_phase_b,prefill_time_ms_phase_b,prefill_gpu_ms_phase_b,prefill_non_gpu_wall_ms,prefill_non_gpu_wall_ratio,prefill_non_gpu_wall_percent,e2e_non_gpu_wall_ms,e2e_non_gpu_wall_ratio,e2e_non_gpu_wall_percent,ttft_non_gpu_wall_ms,ttft_non_gpu_wall_ratio,ttft_non_gpu_wall_percent,tpot_non_gpu_wall_ms,tpot_non_gpu_wall_ratio,tpot_non_gpu_wall_percent,target_input_tokens,input_tokens,input_tokens_ok,target_output_tokens,output_tokens,output_tokens_ok,e2e_gpu_ms,ttft_gpu_ms,tpot_gpu_ms,tpot_gpu_total_ms,prefill_active_thread_count,prefill_active_thread_count_edge,prefill_active_thread_count_sample_p90,prefill_active_thread_count_union,prefill_effective_cpu_cores,decode_active_thread_count_avg,decode_active_thread_count_edge_avg,decode_active_thread_count_sample_p90_avg,decode_active_thread_count_sample_max_peak,decode_active_thread_count_union_avg,decode_effective_cpu_cores_avg,decode_effective_cpu_cores_p90,decode_effective_cpu_cores_max,prefill_total_threads_mean,decode_total_threads_mean_avg,decode_total_threads_max_peak,prefill_process_cpu_delta_s,decode_process_cpu_delta_s_avg,active_decode_process_cpu_delta_total_s_est,active_total_process_cpu_delta_s_est,active_total_process_cpu_core_ms_est,active_num_decode_steps,active_decode_steps_expected,active_decode_steps_match,gpu_num_prefill_iters,gpu_num_decode_iters,gpu_decode_iters_expected,gpu_decode_iters_match,gpu_stage_classification_method,all_iters_have_expected_tp_rows
3,1,active_pair1_81750769-f209-4bdc-a70f-d3c244a0f9a3,gpu_pair1_887fcbc2-b798-45a8-a80d-1eeae96c2d2b,0,0.0,0.0,3,3,1,2,3,3,3,1,0.487,3313.5,0.645,37.757,37.757,3313.013,0.158,37.27,11.524631,255,37.27,37.112,37.112,37.27,12.846051,18.795,18.756,0.039,0.002075,0.2%,365.29,0.110259,11.0%,18.514,0.496757,49.7%,0.038808,0.003367,0.3%,256,256,1,256,256,1,2947.723,18.756,11.486145,2928.967,5.0,5.0,4.0,5.0,5.728,3.247,3.247,2.591,5.0,3.247,387.348,530.4,764.198,129.0,129.0,129.0,0.38,0.099019608,25.25000004,25.63000004,25630.00004,255,255,1,1,255,255,1,scheduled_tokens,1
3,2,active_pair2_c90015f2-a732-4621-be0b-d7fc768f2df6,gpu_pair2_49fbfe31-cacf-4e8a-9a5d-59a734f3b4e5,0,0.0,0.0,3,3,1,2,3,3,3,1,0.224,3313.237,0.382,37.494,37.494,3313.013,0.158,37.27,11.524631,255,37.27,37.112,37.112,37.27,12.846051,18.795,18.756,0.039,0.002075,0.2%,365.29,0.110259,11.0%,18.514,0.496757,49.7%,0.038808,0.003367,0.3%,256,256,1,256,256,1,2947.723,18.756,11.486145,2928.967,5.0,5.0,4.0,5.0,5.728,3.247,3.247,2.591,5.0,3.247,387.348,530.4,764.198,129.0,129.0,129.0,0.38,0.099019608,25.25000004,25.63000004,25630.00004,255,255,1,1,255,255,1,scheduled_tokens,1
4,0,active_pair0_79eed3ce-7401-47af-a546-da80f16a197e,gpu_pair0_6516c7b4-4302-4e23-a59e-2b578d21aff2,0,0.0,0.0,3,3,1,2,3,3,3,1,0.815,3311.073,0.97,122.637,122.637,3310.258,0.155,121.822,11.513592,255,121.822,121.668,121.668,121.822,12.503668,18.675,18.637,0.038,0.002035,0.2%,365.429,0.110393,11.0%,103.185,0.847015,84.7%,0.038694,0.003361,0.3%,256,256,1,256,256,1,2944.829,18.637,11.475263,2926.192,5.0,5.0,4.0,5.0,470.131,3.302,3.302,2.668,5.0,3.302,385.975,531.259,701.288,129.0,129.0,129.0,0.11,0.095764706,24.42000003,24.53000003,24530.00003,255,255,1,1,255,255,1,scheduled_tokens,1
4,1,active_pair1_05f00ebb-21c5-4924-b1d1-627b5333a8f1,gpu_pair1_427a3b13-d08c-4b20-84c3-3d6d5e802059,0,0.0,0.0,3,3,1,2,3,3,3,1,0.478,3310.736,0.633,122.3,122.3,3310.258,0.155,121.822,11.513592,255,121.822,121.668,121.668,121.822,12.503668,18.675,18.637,0.038,0.002035,0.2%,365.429,0.110393,11.0%,103.185,0.847015,84.7%,0.038694,0.003361,0.3%,256,256,1,256,256,1,2944.829,18.637,11.475263,2926.192,5.0,5.0,4.0,5.0,470.131,3.302,3.302,2.668,5.0,3.302,385.975,531.259,701.288,129.0,129.0,129.0,0.11,0.095764706,24.42000003,24.53000003,24530.00003,255,255,1,1,255,255,1,scheduled_tokens,1
4,2,active_pair2_2c0fc672-7960-4a15-a751-5e0b1ba9f47b,gpu_pair2_813f9115-c83d-4135-bb7a-44736416fe98,0,0.0,0.0,3,3,1,2,3,3,3,1,0.224,3310.482,0.379,122.046,122.046,3310.258,0.155,121.822,11.513592,255,121.822,121.668,121.668,121.822,12.503668,18.675,18.637,0.038,0.002035,0.2%,365.429,0.110393,11.0%,103.185,0.847015,84.7%,0.038694,0.003361,0.3%,256,256,1,256,256,1,2944.829,18.637,11.475263,2926.192,5.0,5.0,4.0,5.0,470.131,3.302,3.302,2.668,5.0,3.302,385.975,531.259,701.288,129.0,129.0,129.0,0.11,0.095764706,24.42000003,24.53000003,24530.00003,255,255,1,1,255,255,1,scheduled_tokens,1
5,0,active_pair0_32d7193b-7c1c-402f-bdc6-280f78769c6a,gpu_pair0_d50761a4-e998-4e0f-80ae-5f7227ee7b0d,0,0.0,0.0,3,3,1,2,3,3,3,1,0.803,3310.755,0.96,117.171,117.171,3309.952,0.157,116.367,11.516718,255,116.367,116.211,116.211,116.367,12.523861,18.707,18.67,0.038,0.002031,0.2%,364.641,0.110165,11.0%,97.697,0.83956,84.0%,0.040467,0.003514,0.4%,256,256,1,256,256,1,2945.311,18.67,11.477024,2926.641,5.0,5.0,4.0,5.0,13.289,3.231,3.231,2.553,5.0,3.231,376.676,502.246,700.352,129.0,129.0,129.0,0.1,0.099215686,25.29999993,25.39999993,25399.999929999998,255,255,1,1,255,255,1,scheduled_tokens,1
5,1,active_pair1_9d201a22-befd-426c-97d9-f286f59932d6,gpu_pair1_63b51f12-ba96-403a-8ee1-2d46dc43475b,0,0.0,0.0,3,3,1,2,3,3,3,1,0.476,3310.428,0.633,116.843,116.843,3309.952,0.157,116.367,11.516718,255,116.367,116.211,116.211,116.367,12.523861,18.707,18.67,0.038,0.002031,0.2%,364.641,0.110165,11.0%,97.697,0.83956,84.0%,0.040467,0.003514,0.4%,256,256,1,256,256,1,2945.311,18.67,11.477024,2926.641,5.0,5.0,4.0,5.0,13.289,3.231,3.231,2.553,5.0,3.231,376.676,502.246,700.352,129.0,129.0,129.0,0.1,0.099215686,25.29999993,25.39999993,25399.999929999998,255,255,1,1,255,255,1,scheduled_tokens,1
5,2,active_pair2_02c20888-49a4-4487-a9e6-9dc6937e6c24,gpu_pair2_a1fe772c-4171-4be2-a896-5e87d00f6d40,0,0.0,0.0,3,3,1,2,3,3,3,1,0.223,3310.175,0.379,116.59,116.59,3309.952,0.157,116.367,11.516718,255,116.367,116.211,116.211,116.367,12.523861,18.707,18.67,0.038,0.002031,0.2%,364.641,0.110165,11.0%,97.697,0.83956,84.0%,0.040467,0.003514,0.4%,256,256,1,256,256,1,2945.311,18.67,11.477024,2926.641,5.0,5.0,4.0,5.0,13.289,3.231,3.231,2.553,5.0,3.231,376.676,502.246,700.352,129.0,129.0,129.0,0.1,0.099215686,25.29999993,25.39999993,25399.999929999998,255,255,1,1,255,255,1,scheduled_tokens,1
6,0,active_pair0_c7613307-9d83-4d03-9608-c24218b54575,gpu_pair0_dd1d1219-6a1f-4755-b940-03a6e4672ea3,0,0.0,0.0,3,3,1,2,3,3,3,1,0.811,3313.239,0.967,36.445,36.445,3312.428,0.156,35.634,11.516929,255,35.634,35.478,35.478,35.634,12.850173,18.733,18.694,0.039,0.002082,0.2%,366.756,0.110721,11.1%,16.94,0.475394,47.5%,0.038992,0.003386,0.3%,256,256,1,256,256,1,2945.672,18.694,11.478345,2926.978,5.0,5.0,5.0,5.0,453.612,3.357,3.357,2.679,5.0,3.357,386.168,527.341,636.037,129.0,129.0,129.0,0.11,0.098,24.990000000000002,25.1,25100.0,255,255,1,1,255,255,1,scheduled_tokens,1
6,1,active_pair1_73747321-4777-444f-83fb-64bc15e8987b,gpu_pair1_fa8e5f5a-5571-4371-a0f6-3f99dda17669,0,0.0,0.0,3,3,1,2,3,3,3,1,0.479,3312.908,0.635,36.114,36.114,3312.428,0.156,35.634,11.516929,255,35.634,35.478,35.478,35.634,12.850173,18.733,18.694,0.039,0.002082,0.2%,366.756,0.110721,11.1%,16.94,0.475394,47.5%,0.038992,0.003386,0.3%,256,256,1,256,256,1,2945.672,18.694,11.478345,2926.978,5.0,5.0,5.0,5.0,453.612,3.357,3.357,2.679,5.0,3.357,386.168,527.341,636.037,129.0,129.0,129.0,0.11,0.098,24.990000000000002,25.1,25100.0,255,255,1,1,255,255,1,scheduled_tokens,1
6,2,active_pair2_8e996f59-297c-4c5e-96fd-0f9b8f21d737,gpu_pair2_713d4ca2-bc62-4b74-998e-36aa441e37c3,0,0.0,0.0,3,3,1,2,3,3,3,1,0.216,3312.645,0.372,35.851,35.851,3312.428,0.156,35.634,11.516929,255,35.634,35.478,35.478,35.634,12.850173,18.733,18.694,0.039,0.002082,0.2%,366.756,0.110721,11.1%,16.94,0.475394,47.5%,0.038992,0.003386,0.3%,256,256,1,256,256,1,2945.672,18.694,11.478345,2926.978,5.0,5.0,5.0,5.0,453.612,3.357,3.357,2.679,5.0,3.357,386.168,527.341,636.037,129.0,129.0,129.0,0.11,0.098,24.990000000000002,25.1,25100.0,255,255,1,1,255,255,1,scheduled_tokens,1
7,0,active_pair0_ac452e52-235a-47b3-a5d3-ed56f9ca109f,gpu_pair0_cfd6feb4-6c0c-42ca-85c5-406f3bc8f04f,0,0.0,0.0,3,3,1,2,3,3,3,1,0.793,3316.24,0.95,92.319,92.319,3315.447,0.157,91.526,11.525784,255,91.526,91.369,91.369,91.526,12.642829,18.721,18.683,0.038,0.00203,0.2%,367.447,0.110829,11.1%,72.843,0.795872,79.6%,0.038839,0.00337,0.3%,256,256,1,256,256,1,2948.0,18.683,11.487518,2929.317,5.0,5.0,4.0,5.0,4.785,3.471,3.471,2.749,5.0,3.471,445.561,599.459,713.891,129.0,129.0,129.0,0.71,0.084980392,21.669999960000002,22.379999960000003,22379.99996,255,255,1,1,255,255,1,scheduled_tokens,1
7,1,active_pair1_c61529a3-539d-401c-845f-6d0ca8349b2e,gpu_pair1_2cbe2b3a-419d-434e-ac66-f3cf136bea7c,0,0.0,0.0,3,3,1,2,3,3,3,1,0.47,3315.917,0.627,91.996,91.996,3315.447,0.157,91.526,11.525784,255,91.526,91.369,91.369,91.526,12.642829,18.721,18.683,0.038,0.00203,0.2%,367.447,0.110829,11.1%,72.843,0.795872,79.6%,0.038839,0.00337,0.3%,256,256,1,256,256,1,2948.0,18.683,11.487518,2929.317,5.0,5.0,4.0,5.0,4.785,3.471,3.471,2.749,5.0,3.471,445.561,599.459,713.891,129.0,129.0,129.0,0.71,0.084980392,21.669999960000002,22.379999960000003,22379.99996,255,255,1,1,255,255,1,scheduled_tokens,1
7,2,active_pair2_b2120460-82b0-4f38-ac3a-4fb1deeb7864,gpu_pair2_1a6ef8f7-2c91-4fad-9a4f-9d3c29e73bd7,0,0.0,0.0,3,3,1,2,3,3,3,1,0.219,3315.666,0.376,91.745,91.745,3315.447,0.157,91.526,11.525784,255,91.526,91.369,91.369,91.526,12.642829,18.721,18.683,0.038,0.00203,0.2%,367.447,0.110829,11.1%,72.843,0.795872,79.6%,0.038839,0.00337,0.3%,256,256,1,256,256,1,2948.0,18.683,11.487518,2929.317,5.0,5.0,4.0,5.0,4.785,3.471,3.471,2.749,5.0,3.471,445.561,599.459,713.891,129.0,129.0,129.0,0.71,0.084980392,21.669999960000002,22.379999960000003,22379.99996,255,255,1,1,255,255,1,scheduled_tokens,1
8,0,active_pair0_ecdf4283-5698-4c18-8504-6ffbefcf8ef4,gpu_pair0_1e4e8084-4372-4836-83e1-005ae782a1f1,0,0.0,0.0,3,3,1,2,3,3,3,1,0.834,3311.098,0.995,107.271,107.271,3310.264,0.16,106.437,11.533176,255,106.437,106.277,106.277,106.437,12.564027,18.849,18.811,0.038,0.002016,0.2%,360.127,0.108791,10.9%,87.626,0.823267,82.3%,0.038529,0.003341,0.3%,256,256,1,256,256,1,2950.137,18.811,11.495396,2931.326,5.0,5.0,3.8,5.0,7.854,3.361,3.361,2.665,5.0,3.361,407.097,554.451,710.903,129.0,129.0,129.0,0.23,0.095372549,24.319999995,24.549999995,24549.999995000002,255,255,1,1,255,255,1,scheduled_tokens,1
8,1,active_pair1_6240e738-b593-4a91-a015-d066010fb35c,gpu_pair1_544d7d87-42d9-4706-b536-80183e9c9e86,0,0.0,0.0,3,3,1,2,3,3,3,1,0.475,3310.74,0.636,106.913,106.913,3310.264,0.16,106.437,11.533176,255,106.437,106.277,106.277,106.437,12.564027,18.849,18.811,0.038,0.002016,0.2%,360.127,0.108791,10.9%,87.626,0.823267,82.3%,0.038529,0.003341,0.3%,256,256,1,256,256,1,2950.137,18.811,11.495396,2931.326,5.0,5.0,3.8,5.0,7.854,3.361,3.361,2.665,5.0,3.361,407.097,554.451,710.903,129.0,129.0,129.0,0.23,0.095372549,24.319999995,24.549999995,24549.999995000002,255,255,1,1,255,255,1,scheduled_tokens,1
8,2,active_pair2_8bb60387-b567-42f9-9a4e-a5a85aecf971,gpu_pair2_f37788b4-8a11-4daf-aab8-4b8d1c82feb7,0,0.0,0.0,3,3,1,2,3,3,3,1,0.219,3310.483,0.379,106.656,106.656,3310.264,0.16,106.437,11.533176,255,106.437,106.277,106.277,106.437,12.564027,18.849,18.811,0.038,0.002016,0.2%,360.127,0.108791,10.9%,87.626,0.823267,82.3%,0.038529,0.003341,0.3%,256,256,1,256,256,1,2950.137,18.811,11.495396,2931.326,5.0,5.0,3.8,5.0,7.854,3.361,3.361,2.665,5.0,3.361,407.097,554.451,710.903,129.0,129.0,129.0,0.23,0.095372549,24.319999995,24.549999995,24549.999995000002,255,255,1,1,255,255,1,scheduled_tokens,1
9,0,active_pair0_f28ff014-2a1a-4535-b0b3-7fa3627d9348,gpu_pair0_d8b5adbb-9758-4af7-89f6-121e25b5f59b,0,0.0,0.0,3,3,1,2,3,3,3,1,0.807,3311.304,0.962,122.32,122.32,3310.498,0.155,121.513,11.523055,255,121.513,121.358,121.358,121.513,12.505821,18.838,18.801,0.037,0.001964,0.2%,362.835,0.109601,11.0%,102.712,0.845276,84.5%,0.037804,0.003281,0.3%,256,256,1,256,256,1,2947.663,18.801,11.485733,2928.862,5.0,5.0,4.0,5.0,515.621,3.529,3.529,2.8,5.0,3.529,437.038,589.797,701.556,129.0,129.0,129.0,0.12,0.086117647,21.959999985000003,22.079999985000004,22079.999985000006,255,255,1,1,255,255,1,scheduled_tokens,1
9,1,active_pair1_49efa371-b106-4169-ba3e-46fdefbb29f0,gpu_pair1_0a7d8647-b43e-47ec-809f-9062ffb9352c,0,0.0,0.0,3,3,1,2,3,3,3,1,0.476,3310.973,0.631,121.989,121.989,3310.498,0.155,121.513,11.523055,255,121.513,121.358,121.358,121.513,12.505821,18.838,18.801,0.037,0.001964,0.2%,362.835,0.109601,11.0%,102.712,0.845276,84.5%,0.037804,0.003281,0.3%,256,256,1,256,256,1,2947.663,18.801,11.485733,2928.862,5.0,5.0,4.0,5.0,515.621,3.529,3.529,2.8,5.0,3.529,437.038,589.797,701.556,129.0,129.0,129.0,0.12,0.086117647,21.959999985000003,22.079999985000004,22079.999985000006,255,255,1,1,255,255,1,scheduled_tokens,1
9,2,active_pair2_a7870520-5cd2-43d7-9f69-afd706d9dd79,gpu_pair2_a42264de-b282-4d8a-9d9d-290c5dcb387a,0,0.0,0.0,3,3,1,2,3,3,3,1,0.221,3310.718,0.376,121.734,121.734,3310.498,0.155,121.513,11.523055,255,121.513,121.358,121.358,121.513,12.505821,18.838,18.801,0.037,0.001964,0.2%,362.835,0.109601,11.0%,102.712,0.845276,84.5%,0.037804,0.003281,0.3%,256,256,1,256,256,1,2947.663,18.801,11.485733,2928.862,5.0,5.0,4.0,5.0,515.621,3.529,3.529,2.8,5.0,3.529,437.038,589.797,701.556,129.0,129.0,129.0,0.12,0.086117647,21.959999985000003,22.079999985000004,22079.999985000006,255,255,1,1,255,255,1,scheduled_tokens,1
