num_rows,num_repeats,num_pair_ids,e2e_ms_phase_b_avg,ttft_ms_phase_b_avg,tpot_ms_phase_b_avg,prefill_time_ms_phase_b_avg,ttft_compute_window_ms_phase_b_avg,queue_ms_phase_b_avg,min_batch_barrier_observed_ms_phase_b_avg,raw_to_latency_submit_gap_ms_phase_b_avg,raw_e2e_ms_including_barrier_phase_b_avg,raw_e2ft_ms_including_barrier_phase_b_avg,e2e_non_gpu_wall_ms_avg,ttft_non_gpu_wall_ms_avg,tpot_non_gpu_wall_ms_avg,prefill_non_gpu_wall_ms_avg,e2e_non_gpu_wall_ratio_avg,ttft_non_gpu_wall_ratio_avg,tpot_non_gpu_wall_ratio_avg,prefill_non_gpu_wall_ratio_avg,e2e_non_gpu_wall_ratio_from_avg,ttft_non_gpu_wall_ratio_from_avg,tpot_non_gpu_wall_ratio_from_avg,prefill_non_gpu_wall_ratio_from_avg,prefill_active_thread_count_avg,decode_active_thread_count_avg,prefill_total_threads_mean_avg,decode_total_threads_mean_avg,decode_total_threads_max_peak_avg,e2e_non_gpu_wall_percent_avg,ttft_non_gpu_wall_percent_avg,tpot_non_gpu_wall_percent_avg,prefill_non_gpu_wall_percent_avg,e2e_non_gpu_wall_percent_from_avg,ttft_non_gpu_wall_percent_from_avg,tpot_non_gpu_wall_percent_from_avg,prefill_non_gpu_wall_percent_from_avg
30,10,3,3311.0054,86.22739999999999,11.524458700000002,18.763899999999996,86.07040000000002,0.15720000000000003,0.0,0.5059333333333333,3311.5114000000003,86.73356666666668,363.4951,67.5015,0.039761899999999996,0.03819999999999999,0.10978270000000001,0.7316442999999999,0.0034502,0.0020358999999999998,0.10978390430894494,0.7828312114246748,0.003450218447136262,0.002035824109060483,5.0,3.3777,130.6,130.6,130.6,11.0%,73.2%,0.3%,0.2%,11.0%,78.3%,0.3%,0.2%
