logical_location,process_role,process_name,thread_name,kernel_thread_comm,python_thread_name,repeat_count,unique_step_count,sample_rows,runnable_samples,active_samples,total_cpu_delta_ms,max_cpu_delta_ms_per_sample,involuntary_ctx_switch_delta_sum,voluntary_ctx_switch_delta_sum,common_wchan,locations,reason_flags
Decode[69],vllm_worker_or_child,VLLM::Worker_TP0,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,309.99999999998806,69.99999999999318,118,0,0,Decode[69],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[21],vllm_worker_or_child,VLLM::Worker_TP0,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,309.99999999998806,79.9999999999983,116,0,0,Decode[21],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[63],vllm_worker_or_child,VLLM::Worker_TP0,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,309.99999999998806,69.99999999999318,116,0,0,Decode[63],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[101],vllm_worker_or_child,VLLM::Worker_TP0,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,309.99999999998806,69.99999999999318,100,0,0,Decode[101],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[250],vllm_worker_or_child,VLLM::Worker_TP1,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,309.99999999998806,70.00000000000739,87,0,0,Decode[250],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[224],vllm_worker_or_child,VLLM::Worker_TP0,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,309.99999999998806,70.00000000000739,86,0,0,Decode[224],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[206],vllm_worker_or_child,VLLM::Worker_TP0,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,309.99999999998806,69.99999999999318,84,0,0,Decode[206],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[234],vllm_worker_or_child,VLLM::Worker_TP1,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,309.99999999998806,70.0000000000216,83,0,0,Decode[234],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[223],vllm_worker_or_child,VLLM::Worker_TP0,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,309.99999999998806,69.99999999999318,82,0,0,Decode[223],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[233],vllm_worker_or_child,VLLM::Worker_TP1,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,309.99999999998806,79.9999999999983,80,0,0,Decode[233],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[251],vllm_worker_or_child,VLLM::Worker_TP1,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,309.99999999998806,79.9999999999983,78,0,0,Decode[251],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[235],vllm_worker_or_child,VLLM::Worker_TP1,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,309.99999999998806,69.99999999999318,77,0,0,Decode[235],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[123],vllm_worker_or_child,VLLM::Worker_TP1,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,309.99999999998096,79.9999999999983,3787,0,0,Decode[123],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[79],vllm_worker_or_child,VLLM::Worker_TP0,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,309.99999999998096,79.9999999999983,130,0,0,Decode[79],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[180],vllm_worker_or_child,VLLM::Worker_TP0,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,309.99999999998096,70.00000000000739,104,0,0,Decode[180],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[139],vllm_worker_or_child,VLLM::Worker_TP0,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,309.99999999998096,69.99999999999318,93,0,0,Decode[139],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[167],vllm_worker_or_child,VLLM::Worker_TP0,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,309.99999999998096,70.00000000000028,81,0,0,Decode[167],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[249],vllm_worker_or_child,VLLM::Worker_TP0,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,309.99999999997385,79.9999999999983,96,0,0,Decode[249],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[198],vllm_worker_or_child,VLLM::Worker_TP0,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,309.99999999997385,79.9999999999983,93,0,0,Decode[198],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[254],vllm_worker_or_child,VLLM::Worker_TP1,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,309.99999999995964,69.99999999999318,86,0,0,Decode[254],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[205],vllm_worker_or_child,VLLM::Worker_TP0,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,300.0000000000256,79.9999999999983,83,0,0,Decode[205],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[88],vllm_worker_or_child,VLLM::Worker_TP0,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,300.00000000001137,70.00000000000739,127,0,0,Decode[88],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[60],vllm_worker_or_child,VLLM::Worker_TP0,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,300.00000000001137,70.00000000000028,114,0,0,Decode[60],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[91],vllm_worker_or_child,VLLM::Worker_TP0,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,300.00000000001137,70.00000000000028,114,0,0,Decode[91],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[252],vllm_worker_or_child,VLLM::Worker_TP0,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,300.00000000001137,70.00000000000739,105,0,0,Decode[252],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[49],vllm_worker_or_child,VLLM::Worker_TP0,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,300.00000000001137,70.00000000000028,104,0,0,Decode[49],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[132],vllm_worker_or_child,VLLM::Worker_TP0,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,300.00000000001137,70.00000000000739,91,0,0,Decode[132],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[202],vllm_worker_or_child,VLLM::Worker_TP0,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,300.00000000001137,60.000000000016485,90,0,0,Decode[202],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[199],vllm_worker_or_child,VLLM::Worker_TP0,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,300.00000000001137,70.00000000000739,88,0,0,Decode[199],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[223],vllm_worker_or_child,VLLM::Worker_TP1,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,300.00000000001137,80.0000000000125,87,0,0,Decode[223],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[236],vllm_worker_or_child,VLLM::Worker_TP1,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,300.00000000001137,70.00000000000739,87,0,0,Decode[236],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[176],vllm_worker_or_child,VLLM::Worker_TP0,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,300.00000000001137,69.99999999999318,86,0,0,Decode[176],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[214],vllm_worker_or_child,VLLM::Worker_TP1,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,300.00000000001137,70.00000000000739,82,0,0,Decode[214],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[242],vllm_worker_or_child,VLLM::Worker_TP1,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,300.00000000001137,79.9999999999983,82,0,0,Decode[242],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[232],vllm_worker_or_child,VLLM::Worker_TP0,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,300.00000000001137,70.00000000000739,77,0,0,Decode[232],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[165],vllm_worker_or_child,VLLM::Worker_TP0,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,300.00000000001137,60.000000000002274,74,0,0,Decode[165],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[125],vllm_worker_or_child,VLLM::Worker_TP1,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,300.00000000000426,79.9999999999983,3803,0,0,Decode[125],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[124],vllm_worker_or_child,VLLM::Worker_TP1,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,300.00000000000426,79.9999999999983,3775,0,0,Decode[124],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[80],vllm_worker_or_child,VLLM::Worker_TP0,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,300.00000000000426,70.00000000000028,128,0,0,Decode[80],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[59],vllm_worker_or_child,VLLM::Worker_TP0,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,300.00000000000426,60.00000000000938,117,0,0,Decode[59],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[96],vllm_worker_or_child,VLLM::Worker_TP0,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,300.00000000000426,60.000000000002274,111,0,0,Decode[96],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[50],vllm_worker_or_child,VLLM::Worker_TP0,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,300.00000000000426,80.0000000000054,105,0,0,Decode[50],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[25],vllm_worker_or_child,VLLM::Worker_TP0,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,300.00000000000426,70.00000000000028,104,0,0,Decode[25],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[43],vllm_worker_or_child,VLLM::Worker_TP0,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,300.00000000000426,70.00000000000028,99,0,0,Decode[43],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[36],vllm_worker_or_child,VLLM::Worker_TP0,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,300.00000000000426,60.00000000000938,95,0,0,Decode[36],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[155],vllm_worker_or_child,VLLM::Worker_TP0,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,300.00000000000426,70.00000000000028,94,0,0,Decode[155],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[135],vllm_worker_or_child,VLLM::Worker_TP0,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,300.00000000000426,70.00000000000028,88,0,0,Decode[135],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[127],vllm_worker_or_child,VLLM::Worker_TP1,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,300.00000000000426,70.00000000000739,78,0,0,Decode[127],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[97],vllm_worker_or_child,VLLM::Worker_TP1,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,300.00000000000426,80.0000000000054,78,0,0,Decode[97],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[170],vllm_worker_or_child,VLLM::Worker_TP0,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,300.00000000000426,70.00000000000028,77,0,0,Decode[170],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[90],vllm_worker_or_child,VLLM::Worker_TP1,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,300.00000000000426,80.0000000000054,73,0,0,Decode[90],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[57],vllm_worker_or_child,VLLM::Worker_TP0,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,299.99999999999716,69.99999999999318,123,0,0,Decode[57],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[86],vllm_worker_or_child,VLLM::Worker_TP0,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,299.99999999999716,60.000000000002274,120,0,0,Decode[86],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[82],vllm_worker_or_child,VLLM::Worker_TP0,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,299.99999999999716,70.00000000000028,107,0,0,Decode[82],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[37],vllm_worker_or_child,VLLM::Worker_TP0,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,299.99999999999716,70.00000000000028,103,0,0,Decode[37],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[42],vllm_worker_or_child,VLLM::Worker_TP0,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,299.99999999999716,69.99999999999318,101,0,0,Decode[42],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[133],vllm_worker_or_child,VLLM::Worker_TP0,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,299.99999999999716,60.000000000002274,97,0,0,Decode[133],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[231],vllm_worker_or_child,VLLM::Worker_TP1,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,299.99999999999716,79.9999999999983,90,0,0,Decode[231],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[212],vllm_worker_or_child,VLLM::Worker_TP0,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,299.99999999999716,70.00000000000739,89,0,0,Decode[212],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[149],vllm_worker_or_child,VLLM::Worker_TP0,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,299.99999999999716,69.99999999999318,87,0,0,Decode[149],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[209],vllm_worker_or_child,VLLM::Worker_TP1,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,299.99999999999716,79.9999999999983,84,0,0,Decode[209],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[166],vllm_worker_or_child,VLLM::Worker_TP0,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,299.99999999999716,70.00000000000739,83,0,0,Decode[166],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[233],vllm_worker_or_child,VLLM::Worker_TP0,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,299.99999999999716,60.000000000002274,80,0,0,Decode[233],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[98],vllm_worker_or_child,VLLM::Worker_TP1,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,299.99999999999716,79.9999999999983,79,0,0,Decode[98],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[213],vllm_worker_or_child,VLLM::Worker_TP0,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,299.99999999999716,60.000000000002274,78,0,0,Decode[213],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[33],vllm_worker_or_child,VLLM::Worker_TP1,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,299.99999999999716,79.9999999999983,72,0,0,Decode[33],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[92],vllm_worker_or_child,VLLM::Worker_TP1,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,299.99999999999716,79.9999999999983,72,0,0,Decode[92],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[103],vllm_worker_or_child,VLLM::Worker_TP1,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,299.99999999999716,79.9999999999983,68,0,0,Decode[103],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[99],vllm_worker_or_child,VLLM::Worker_TP1,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,299.99999999999716,70.00000000000028,67,0,0,Decode[99],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[187],vllm_worker_or_child,VLLM::Worker_TP1,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,299.99999999999005,80.0000000000054,3785,0,0,Decode[187],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[54],vllm_worker_or_child,VLLM::Worker_TP0,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,299.99999999999005,69.99999999999318,117,0,0,Decode[54],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[73],vllm_worker_or_child,VLLM::Worker_TP0,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,299.99999999999005,70.00000000000028,117,0,0,Decode[73],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[81],vllm_worker_or_child,VLLM::Worker_TP0,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,299.99999999999005,70.00000000000028,113,0,0,Decode[81],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[22],vllm_worker_or_child,VLLM::Worker_TP0,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,299.99999999999005,70.00000000000739,103,0,0,Decode[22],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[20],vllm_worker_or_child,VLLM::Worker_TP0,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,299.99999999999005,70.00000000000028,99,0,0,Decode[20],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[130],vllm_worker_or_child,VLLM::Worker_TP0,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,299.99999999999005,69.99999999999318,98,0,0,Decode[130],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[161],vllm_worker_or_child,VLLM::Worker_TP0,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,299.99999999999005,70.00000000000739,85,0,0,Decode[161],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[172],vllm_worker_or_child,VLLM::Worker_TP0,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,299.99999999999005,60.000000000016485,84,0,0,Decode[172],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[171],vllm_worker_or_child,VLLM::Worker_TP0,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,299.99999999999005,70.00000000000028,80,0,0,Decode[171],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[106],vllm_worker_or_child,VLLM::Worker_TP1,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,299.99999999999005,80.0000000000054,78,0,0,Decode[106],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[108],vllm_worker_or_child,VLLM::Worker_TP1,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,299.99999999999005,79.9999999999983,74,0,0,Decode[108],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[100],vllm_worker_or_child,VLLM::Worker_TP1,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,299.99999999999005,79.9999999999983,70,0,0,Decode[100],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[91],vllm_worker_or_child,VLLM::Worker_TP1,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,299.99999999999005,79.9999999999983,66,0,0,Decode[91],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[244],vllm_worker_or_child,VLLM::Worker_TP0,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,299.99999999998295,70.00000000000739,103,0,0,Decode[244],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[248],vllm_worker_or_child,VLLM::Worker_TP0,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,299.99999999998295,69.99999999999318,100,0,0,Decode[248],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[158],vllm_worker_or_child,VLLM::Worker_TP0,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,299.99999999998295,69.99999999999318,96,0,0,Decode[158],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[229],vllm_worker_or_child,VLLM::Worker_TP1,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,299.99999999998295,70.00000000000739,93,0,0,Decode[229],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[31],vllm_worker_or_child,VLLM::Worker_TP0,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,299.99999999998295,70.00000000000028,93,0,0,Decode[31],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[225],vllm_worker_or_child,VLLM::Worker_TP0,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,299.99999999998295,69.99999999999318,90,0,0,Decode[225],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[203],vllm_worker_or_child,VLLM::Worker_TP1,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,299.99999999998295,79.9999999999983,84,0,0,Decode[203],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[253],vllm_worker_or_child,VLLM::Worker_TP1,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,299.99999999998295,69.99999999999318,79,0,0,Decode[253],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[138],vllm_worker_or_child,VLLM::Worker_TP0,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,299.99999999997584,60.000000000002274,90,0,0,Decode[138],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[108],vllm_worker_or_child,VLLM::Worker_TP0,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,299.99999999996874,70.00000000000028,99,0,0,Decode[108],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[164],vllm_worker_or_child,VLLM::Worker_TP0,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,299.99999999996874,69.99999999999318,81,0,0,Decode[164],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[234],vllm_worker_or_child,VLLM::Worker_TP0,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,299.99999999996874,69.99999999999318,78,0,0,Decode[234],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[174],vllm_worker_or_child,VLLM::Worker_TP0,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,290.00000000002757,70.00000000000739,79,0,0,Decode[174],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[186],vllm_worker_or_child,VLLM::Worker_TP1,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,290.00000000002046,79.9999999999983,3789,0,0,Decode[186],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[131],vllm_worker_or_child,VLLM::Worker_TP0,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,290.00000000002046,70.00000000000739,98,0,0,Decode[131],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[200],vllm_worker_or_child,VLLM::Worker_TP0,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,290.00000000002046,60.000000000002274,91,0,0,Decode[200],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[144],vllm_worker_or_child,VLLM::Worker_TP0,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,290.00000000002046,60.00000000000938,84,0,0,Decode[144],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[148],vllm_worker_or_child,VLLM::Worker_TP0,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,290.00000000002046,70.00000000000739,84,0,0,Decode[148],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[232],vllm_worker_or_child,VLLM::Worker_TP1,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,290.00000000002046,79.9999999999983,79,1,0,Decode[232],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[247],vllm_worker_or_child,VLLM::Worker_TP1,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,290.00000000002046,70.00000000000739,78,0,0,Decode[247],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[184],vllm_worker_or_child,VLLM::Worker_TP1,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,290.00000000001336,80.0000000000054,3761,0,0,Decode[184],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[11],vllm_worker_or_child,VLLM::Worker_TP1,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,290.00000000001336,70.00000000000739,218,0,0,Decode[11],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[26],vllm_worker_or_child,VLLM::Worker_TP0,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,290.00000000001336,70.00000000000028,112,0,0,Decode[26],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[150],vllm_worker_or_child,VLLM::Worker_TP0,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,290.00000000001336,60.000000000002274,93,0,0,Decode[150],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[178],vllm_worker_or_child,VLLM::Worker_TP0,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,290.00000000001336,70.00000000000739,92,0,0,Decode[178],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[94],vllm_worker_or_child,VLLM::Worker_TP1,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,290.00000000001336,80.0000000000054,78,0,0,Decode[94],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[119],vllm_worker_or_child,VLLM::Worker_TP1,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,290.00000000000625,80.0000000000054,3981,0,0,Decode[119],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[30],vllm_worker_or_child,VLLM::Worker_TP0,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,290.00000000000625,80.0000000000054,114,0,0,Decode[30],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[182],vllm_worker_or_child,VLLM::Worker_TP0,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,290.00000000000625,70.00000000000739,113,0,0,Decode[182],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[253],vllm_worker_or_child,VLLM::Worker_TP0,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,290.00000000000625,69.99999999999318,100,0,0,Decode[253],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[222],vllm_worker_or_child,VLLM::Worker_TP1,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,290.00000000000625,79.9999999999983,84,0,0,Decode[222],runnable_R;cpu_delta_active;involuntary_ctx_switch
Decode[160],vllm_worker_or_child,VLLM::Worker_TP0,VLLM::Worker_TP,VLLM::Worker_TP,,5,1,5,5,5,290.00000000000625,60.000000000002274,82,0,0,Decode[160],runnable_R;cpu_delta_active;involuntary_ctx_switch
