repeat_id,global_step,sample_idx,t_rel_ms,logical_location,step_stage,pair_ids_in_step,decode_iter_indices,request_location_detail,available_cores_x,available_cores_y,sample_runnable_thread_count,sample_runnable_over_core,sample_active_thread_count,sample_active_over_core,step_cpu_utilization_ratio,step_runnable_over_core_p90,step_active_over_core_p90,contention_reasons,pid,tid,ppid,process_role,process_name,thread_name,kernel_thread_comm,python_thread_name,state,is_runnable,is_active_by_cpu_delta,cpu_delta_ms_since_prev_sample,involuntary_ctx_switch_delta_since_prev_sample,voluntary_ctx_switch_delta_since_prev_sample,wchan,last_cpu,reason_flags,process_cmdline,decode_iter_min,decode_iter_max,min_batch_barrier_enabled,min_batch_barrier_observed_ms,min_batch_barrier_actual_requests,latency_baseline_reset_after_add_loop,step_wall_ms,step_effective_cpu_cores,step_runnable_thread_count_p90,step_runnable_thread_count_max,step_runnable_over_core_max,step_active_over_core_max,step_involuntary_ctx_switch_delta,step_voluntary_ctx_switch_delta,event_filter_note,available_cores,step_available_cores
4,89,0,75.8793568238616,Decode[87],Decode,0|1|2,87,pair0:Decode[87]:req=active_pair0_753d7e0e-2cbe-4f1c-9c7a-ea7e7ce1dd1 | pair1:Decode[87]:req=active_pair1_7f5e8e7b-c29f-4e0b-bc19-e464edf5907 | pair2:Decode[87]:req=active_pair2_8bc8637c-ea52-4aaf-8493-40abe005344,2,2,2,0,3,1,791.9111902175015,0.0,1.0,active_p90_over_core;active_max_over_core;cpu_util_ge_0.85;involuntary_context_switch,1581240,1581240,1581234,vllm_worker_or_child,VLLM::Worker_TP0,VLLM::Worker_TP,VLLM::Worker_TP,,R,1,1,70.00000000000028,20,0,0,1,runnable_R;cpu_delta_active;involuntary_ctx_switch,VLLM::Worker_TP0                                                                                ,87,87,0,0.0,3,1,0.189,1583.822380435003,2.0,2.0,0.0,1.0,72,210,contention_suspected,2,2
4,89,0,75.94851963222027,Decode[87],Decode,0|1|2,87,pair0:Decode[87]:req=active_pair0_753d7e0e-2cbe-4f1c-9c7a-ea7e7ce1dd1 | pair1:Decode[87]:req=active_pair1_7f5e8e7b-c29f-4e0b-bc19-e464edf5907 | pair2:Decode[87]:req=active_pair2_8bc8637c-ea52-4aaf-8493-40abe005344,2,2,2,0,3,1,791.9111902175015,0.0,1.0,active_p90_over_core;active_max_over_core;cpu_util_ge_0.85;involuntary_context_switch,1581241,1581241,1581234,vllm_worker_or_child,VLLM::Worker_TP1,VLLM::Worker_TP,VLLM::Worker_TP,,R,1,1,49.99999999999716,18,0,0,0,runnable_R;cpu_delta_active;involuntary_ctx_switch,VLLM::Worker_TP1                                                                                ,87,87,0,0.0,3,1,0.189,1583.822380435003,2.0,2.0,0.0,1.0,72,210,contention_suspected,2,2
4,89,0,75.84433630108833,Decode[87],Decode,0|1|2,87,pair0:Decode[87]:req=active_pair0_753d7e0e-2cbe-4f1c-9c7a-ea7e7ce1dd1 | pair1:Decode[87]:req=active_pair1_7f5e8e7b-c29f-4e0b-bc19-e464edf5907 | pair2:Decode[87]:req=active_pair2_8bc8637c-ea52-4aaf-8493-40abe005344,2,2,2,0,3,1,791.9111902175015,0.0,1.0,active_p90_over_core;active_max_over_core;cpu_util_ge_0.85;involuntary_context_switch,1581222,1581222,1579398,driver_main_process,python3,MainThread,python3,MainThread,S,0,1,10.000000000001563,5,3,futex_wait_queue_me,1,cpu_delta_active;involuntary_ctx_switch,/home/dgkim/venv-vllm-0.11.2/bin/python3 /home/dgkim/project/vLLM/phase_worker.py --phase active,87,87,0,0.0,3,1,0.189,1583.822380435003,2.0,2.0,0.0,1.0,72,210,contention_suspected,2,2
4,90,0,74.21929854899645,Decode[88],Decode,0|1|2,88,pair0:Decode[88]:req=active_pair0_753d7e0e-2cbe-4f1c-9c7a-ea7e7ce1dd1 | pair1:Decode[88]:req=active_pair1_7f5e8e7b-c29f-4e0b-bc19-e464edf5907 | pair2:Decode[88]:req=active_pair2_8bc8637c-ea52-4aaf-8493-40abe005344,2,2,2,0,3,1,739.5900905079469,0.0,1.0,active_p90_over_core;active_max_over_core;cpu_util_ge_0.85;involuntary_context_switch,1581240,1581240,1581234,vllm_worker_or_child,VLLM::Worker_TP0,VLLM::Worker_TP,VLLM::Worker_TP,,R,1,1,70.00000000000739,22,0,0,1,runnable_R;cpu_delta_active;involuntary_ctx_switch,VLLM::Worker_TP0                                                                                ,88,88,0,0.0,3,1,0.203,1479.1801810158938,2.0,2.0,0.0,1.0,72,210,contention_suspected,2,2
4,90,0,74.28889721632004,Decode[88],Decode,0|1|2,88,pair0:Decode[88]:req=active_pair0_753d7e0e-2cbe-4f1c-9c7a-ea7e7ce1dd1 | pair1:Decode[88]:req=active_pair1_7f5e8e7b-c29f-4e0b-bc19-e464edf5907 | pair2:Decode[88]:req=active_pair2_8bc8637c-ea52-4aaf-8493-40abe005344,2,2,2,0,3,1,739.5900905079469,0.0,1.0,active_p90_over_core;active_max_over_core;cpu_util_ge_0.85;involuntary_context_switch,1581241,1581241,1581234,vllm_worker_or_child,VLLM::Worker_TP1,VLLM::Worker_TP,VLLM::Worker_TP,,R,1,1,50.00000000000426,17,0,0,0,runnable_R;cpu_delta_active;involuntary_ctx_switch,VLLM::Worker_TP1                                                                                ,88,88,0,0.0,3,1,0.203,1479.1801810158938,2.0,2.0,0.0,1.0,72,210,contention_suspected,2,2
4,90,0,74.18410014361143,Decode[88],Decode,0|1|2,88,pair0:Decode[88]:req=active_pair0_753d7e0e-2cbe-4f1c-9c7a-ea7e7ce1dd1 | pair1:Decode[88]:req=active_pair1_7f5e8e7b-c29f-4e0b-bc19-e464edf5907 | pair2:Decode[88]:req=active_pair2_8bc8637c-ea52-4aaf-8493-40abe005344,2,2,2,0,3,1,739.5900905079469,0.0,1.0,active_p90_over_core;active_max_over_core;cpu_util_ge_0.85;involuntary_context_switch,1581222,1581222,1579398,driver_main_process,python3,MainThread,python3,MainThread,S,0,1,19.999999999999574,5,3,futex_wait_queue_me,1,cpu_delta_active;involuntary_ctx_switch,/home/dgkim/venv-vllm-0.11.2/bin/python3 /home/dgkim/project/vLLM/phase_worker.py --phase active,88,88,0,0.0,3,1,0.203,1479.1801810158938,2.0,2.0,0.0,1.0,72,210,contention_suspected,2,2
4,91,0,76.35349035263062,Decode[89],Decode,0|1|2,89,pair0:Decode[89]:req=active_pair0_753d7e0e-2cbe-4f1c-9c7a-ea7e7ce1dd1 | pair1:Decode[89]:req=active_pair1_7f5e8e7b-c29f-4e0b-bc19-e464edf5907 | pair2:Decode[89]:req=active_pair2_8bc8637c-ea52-4aaf-8493-40abe005344,2,2,2,0,3,1,829.5486305583144,0.0,1.0,active_p90_over_core;active_max_over_core;cpu_util_ge_0.85;involuntary_context_switch,1581240,1581240,1581234,vllm_worker_or_child,VLLM::Worker_TP0,VLLM::Worker_TP,VLLM::Worker_TP,,R,1,1,60.000000000002274,21,0,0,1,runnable_R;cpu_delta_active;involuntary_ctx_switch,VLLM::Worker_TP0                                                                                ,89,89,0,0.0,3,1,0.193,1659.0972611166287,2.0,2.0,0.0,1.0,71,210,contention_suspected,2,2
4,91,0,76.42366830259562,Decode[89],Decode,0|1|2,89,pair0:Decode[89]:req=active_pair0_753d7e0e-2cbe-4f1c-9c7a-ea7e7ce1dd1 | pair1:Decode[89]:req=active_pair1_7f5e8e7b-c29f-4e0b-bc19-e464edf5907 | pair2:Decode[89]:req=active_pair2_8bc8637c-ea52-4aaf-8493-40abe005344,2,2,2,0,3,1,829.5486305583144,0.0,1.0,active_p90_over_core;active_max_over_core;cpu_util_ge_0.85;involuntary_context_switch,1581241,1581241,1581234,vllm_worker_or_child,VLLM::Worker_TP1,VLLM::Worker_TP,VLLM::Worker_TP,,R,1,1,40.00000000000625,19,0,0,0,runnable_R;cpu_delta_active;involuntary_ctx_switch,VLLM::Worker_TP1                                                                                ,89,89,0,0.0,3,1,0.193,1659.0972611166287,2.0,2.0,0.0,1.0,71,210,contention_suspected,2,2
4,91,0,76.3181485235691,Decode[89],Decode,0|1|2,89,pair0:Decode[89]:req=active_pair0_753d7e0e-2cbe-4f1c-9c7a-ea7e7ce1dd1 | pair1:Decode[89]:req=active_pair1_7f5e8e7b-c29f-4e0b-bc19-e464edf5907 | pair2:Decode[89]:req=active_pair2_8bc8637c-ea52-4aaf-8493-40abe005344,2,2,2,0,3,1,829.5486305583144,0.0,1.0,active_p90_over_core;active_max_over_core;cpu_util_ge_0.85;involuntary_context_switch,1581222,1581222,1579398,driver_main_process,python3,MainThread,python3,MainThread,S,0,1,30.000000000001137,5,3,futex_wait_queue_me,1,cpu_delta_active;involuntary_ctx_switch,/home/dgkim/venv-vllm-0.11.2/bin/python3 /home/dgkim/project/vLLM/phase_worker.py --phase active,89,89,0,0.0,3,1,0.193,1659.0972611166287,2.0,2.0,0.0,1.0,71,210,contention_suspected,2,2
4,92,0,77.5982802733779,Decode[90],Decode,0|1|2,90,pair0:Decode[90]:req=active_pair0_753d7e0e-2cbe-4f1c-9c7a-ea7e7ce1dd1 | pair1:Decode[90]:req=active_pair1_7f5e8e7b-c29f-4e0b-bc19-e464edf5907 | pair2:Decode[90]:req=active_pair2_8bc8637c-ea52-4aaf-8493-40abe005344,2,2,2,0,3,1,760.8283430644809,0.0,1.0,active_p90_over_core;active_max_over_core;cpu_util_ge_0.85;involuntary_context_switch,1581241,1581241,1581234,vllm_worker_or_child,VLLM::Worker_TP1,VLLM::Worker_TP,VLLM::Worker_TP,,R,1,1,60.00000000000938,15,0,0,0,runnable_R;cpu_delta_active;involuntary_ctx_switch,VLLM::Worker_TP1                                                                                ,90,90,0,0.0,3,1,0.197,1521.6566861289618,2.0,2.0,0.0,1.0,62,194,contention_suspected,2,2
