repeat_id,metric,count,avg,std,min,median,t90,p95,p99,max
0,e2e_ms_phase_b,3,3311.376,0.0,3311.376,3311.376,3311.376,3311.376,3311.376,3311.376
0,ttft_ms_phase_b,3,117.163,0.0,117.163,117.163,117.163,117.163,117.163,117.163
0,tpot_ms_phase_b,3,11.523973,0.0,11.523973,11.523973,11.523973,11.523973,11.523973,11.523973
0,prefill_time_ms_phase_b,3,18.801,0.0,18.801,18.801,18.801,18.801,18.801,18.801
0,ttft_compute_window_ms_phase_b,3,117.01,0.0,117.01,117.01,117.01,117.01,117.01,117.01
0,e2e_non_gpu_wall_ms,3,364.19699999999995,6.961868572213853e-14,364.197,364.197,364.197,364.197,364.197,364.197
0,ttft_non_gpu_wall_ms,3,98.399,0.0,98.399,98.399,98.399,98.399,98.399,98.399
0,tpot_non_gpu_wall_ms,3,0.040984,0.0,0.040984,0.040984,0.040984,0.040984,0.040984,0.040984
0,prefill_non_gpu_wall_ms,3,0.037,0.0,0.037,0.037,0.037,0.037,0.037,0.037
0,e2e_non_gpu_wall_ratio,3,0.10998400000000001,1.6996749443881478e-17,0.109984,0.109984,0.109984,0.109984,0.109984,0.109984
0,ttft_non_gpu_wall_ratio,3,0.839848,0.0,0.839848,0.839848,0.839848,0.839848,0.839848,0.839848
0,tpot_non_gpu_wall_ratio,3,0.003556,0.0,0.003556,0.003556,0.003556,0.003556,0.003556,0.003556
0,prefill_non_gpu_wall_ratio,3,0.001968,0.0,0.001968,0.001968,0.001968,0.001968,0.001968,0.001968
0,queue_ms_phase_b,3,0.153,0.0,0.153,0.153,0.153,0.153,0.153,0.153
0,min_batch_barrier_observed_ms_phase_b,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,first_non_warmup_num_requests_max,3,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0
0,first_non_warmup_min_batch_ok_all_ranks,3,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
0,raw_to_latency_submit_gap_ms_phase_b,3,0.506,0.2974205776337609,0.223,0.479,0.7485999999999999,0.7822999999999999,0.80926,0.816
0,raw_e2e_ms_including_barrier_phase_b,3,3311.8830000000003,0.29742057763390406,3311.6,3311.856,3312.1256000000003,3312.1593000000003,3312.1862600000004,3312.193
0,raw_e2ft_ms_including_barrier_phase_b,3,117.67,0.29742057763376273,117.387,117.643,117.9126,117.94630000000001,117.97326000000001,117.98
